weight,age,height,size
58,51.0,157.48,XXS
54,26.0,165.1,XXS
49,30.0,152.4,XXS
45,28.0,152.4,XXS
51,41.0,170.18,XXS
50,28.0,162.56,XXS
47,28.0,152.4,XXS
54,26.0,160.02,XXS
54,36.0,175.26,XXS
52,46.0,160.02,XXS
51,37.0,157.48,XXS
45,26.0,157.48,XXS
52,32.0,165.1,XXS
54,28.0,157.48,XXS
45,44.0,162.56,XXS
54,45.0,160.02,XXS
49,33.0,165.1,XXS
54,20.0,165.1,XXS
48,38.0,160.02,XXS
46,32.0,157.48,XXS
52,28.0,162.56,XXS
48,44.0,157.48,XXS
50,31.0,157.48,XXS
44,46.0,160.02,XXS
52,37.0,152.4,XXS
47,30.0,152.4,XXS
54,33.0,167.64,XXS
53,37.0,157.48,XXS
47,27.0,157.48,XXS
54,38.0,172.72,XXS
53,29.0,162.56,XXS
49,46.0,157.48,XXS
52,33.0,160.02,XXS
48,29.0,157.48,XXS
51,27.0,160.02,XXS
51,34.0,157.48,XXS
49,37.0,157.48,XXS
54,30.0,167.64,XXS
52,33.0,157.48,XXS
47,26.0,152.4,XXS
49,36.0,162.56,XXS
47,38.0,154.94,XXS
50,34.0,170.18,XXS
49,31.0,162.56,XXS
50,32.0,160.02,XXS
54,31.0,165.1,XXS
49,41.0,162.56,XXS
43,32.0,149.86,XXS
52,26.0,165.1,XXS
55,39.0,167.64,XXS
47,31.0,160.02,XXS
45,40.0,154.94,XXS
46,27.0,154.94,XXS
47,19.0,160.02,XXS
49,30.0,160.02,XXS
53,28.0,165.1,XXS
49,30.0,167.64,XXS
52,40.0,162.56,XXS
52,25.0,167.64,XXS
43,32.0,162.56,XXS
49,35.0,162.56,XXS
43,44.0,157.48,XXS
52,32.0,167.64,XXS
51,49.0,165.1,XXS
51,50.0,160.02,XXS
49,24.0,157.48,XXS
49,36.0,157.48,XXS
52,26.0,152.4,XXS
43,31.0,152.4,XXS
51,33.0,160.02,XXS
52,26.0,162.56,XXS
49,22.0,162.56,XXS
47,44.0,160.02,XXS
53,30.0,167.64,XXS
49,27.0,167.64,XXS
49,34.0,160.02,XXS
56,38.0,165.1,XXS
48,36.0,162.56,XXS
54,25.0,160.02,XXS
43,21.0,157.48,XXS
56,35.0,160.02,XXS
55,26.0,170.18,XXS
49,31.0,157.48,XXS
52,33.0,160.02,XXS
49,40.0,165.1,XXS
53,35.0,162.56,XXS
49,22.0,157.48,XXS
50,25.0,160.02,XXS
50,33.0,154.94,XXS
49,31.0,167.64,XXS
53,38.0,160.02,XXS
52,38.0,162.56,XXS
47,31.0,170.18,XXS
52,34.0,170.18,XXS
53,33.0,170.18,XXS
53,32.0,157.48,XXS
52,26.0,157.48,XXS
65,54.0,170.18,XXS
54,26.0,165.1,XXS
49,36.0,157.48,XXS
45,32.0,160.02,XXS
52,25.0,157.48,XXS
56,27.0,167.64,XXS
54,28.0,165.1,XXS
65,46.0,160.02,XXS
47,31.0,160.02,XXS
52,37.0,157.48,XXS
49,24.0,167.64,XXS
49,29.0,149.86,XXS
52,25.0,160.02,XXS
56,29.0,165.1,XXS
52,30.0,157.48,XXS
50,35.0,162.56,XXS
53,33.0,165.1,XXS
52,26.0,165.1,XXS
48,38.0,160.02,XXS
49,27.0,157.48,XXS
47,36.0,162.56,XXS
58,41.0,160.02,XXS
49,32.0,160.02,XXS
54,25.0,160.02,XXS
49,24.0,162.56,XXS
52,29.0,157.48,XXS
45,33.0,165.1,XXS
43,30.0,157.48,XXS
49,32.0,157.48,XXS
45,31.0,157.48,XXS
48,27.0,154.94,XXS
52,35.0,160.02,XXS
53,33.0,167.64,XXS
45,23.0,157.48,XXS
54,38.0,160.02,XXS
65,31.0,167.64,XXS
54,32.0,165.1,XXS
52,32.0,160.02,XXS
47,31.0,162.56,XXS
57,48.0,152.4,XXS
45,43.0,157.48,XXS
55,26.0,170.18,XXS
56,37.0,160.02,XXS
47,30.0,162.56,XXS
46,29.0,165.1,XXS
47,39.0,157.48,XXS
52,28.0,167.64,XXS
46,32.0,157.48,XXS
49,24.0,167.64,XXS
52,19.0,162.56,XXS
46,28.0,152.4,XXS
48,35.0,162.56,XXS
52,32.0,162.56,XXS
47,30.0,157.48,XXS
45,32.0,162.56,XXS
45,42.0,152.4,XXS
56,36.0,167.64,XXS
54,25.0,154.94,XXS
47,26.0,162.56,XXS
53,34.0,162.56,XXS
53,32.0,157.48,XXS
52,29.0,157.48,XXS
44,20.0,152.4,XXS
52,34.0,162.56,XXS
54,25.0,157.48,XXS
47,29.0,162.56,XXS
45,31.0,157.48,XXS
52,34.0,157.48,XXS
53,31.0,149.86,XXS
47,32.0,160.02,XXS
49,35.0,165.1,XXS
56,33.0,167.64,XXS
43,31.0,152.4,XXS
52,27.0,165.1,XXS
54,27.0,162.56,XXS
50,26.0,167.64,XXS
49,36.0,154.94,XXS
56,27.0,170.18,XXS
45,33.0,157.48,XXS
54,40.0,170.18,XXS
49,36.0,152.4,XXS
46,31.0,157.48,XXS
52,35.0,165.1,XXS
54,26.0,167.64,XXS
49,40.0,162.56,XXS
53,27.0,165.1,XXS
56,31.0,157.48,XXS
47,36.0,160.02,XXS
54,49.0,165.1,XXS
49,35.0,154.94,XXS
45,27.0,157.48,XXS
49,28.0,154.94,XXS
49,31.0,167.64,XXS
53,36.0,157.48,XXS
48,28.0,160.02,XXS
52,34.0,167.64,XXS
54,30.0,172.72,XXS
56,24.0,165.1,XXS
52,24.0,149.86,XXS
49,27.0,160.02,XXS
47,24.0,167.64,XXS
47,20.0,162.56,XXS
49,30.0,154.94,XXS
50,29.0,154.94,XXS
58,45.0,175.26,XXS
51,24.0,165.1,XXS
50,52.0,162.56,XXS
52,33.0,162.56,XXS
51,25.0,157.48,XXS
52,37.0,162.56,XXS
49,34.0,160.02,XXS
52,25.0,165.1,XXS
58,36.0,165.1,XXS
49,31.0,157.48,XXS
49,24.0,157.48,XXS
52,24.0,162.56,XXS
51,30.0,160.02,XXS
49,26.0,167.64,XXS
53,21.0,165.1,XXS
54,27.0,167.64,XXS
54,31.0,175.26,XXS
48,37.0,160.02,XXS
54,27.0,170.18,XXS
58,40.0,170.18,XXS
45,28.0,149.86,XXS
56,31.0,165.1,XXS
43,28.0,160.02,XXS
47,22.0,172.72,XXS
50,27.0,162.56,XXS
49,27.0,160.02,XXS
45,29.0,157.48,XXS
47,27.0,162.56,XXS
47,31.0,152.4,XXS
50,31.0,154.94,XXS
49,26.0,160.02,XXS
52,31.0,162.56,XXS
48,30.0,154.94,XXS
49,28.0,170.18,XXS
52,28.0,162.56,XXS
52,47.0,167.64,XXS
44,39.0,152.4,XXS
54,25.0,170.18,XXS
47,30.0,157.48,XXS
45,35.0,154.94,XXS
49,30.0,154.94,XXS
47,30.0,165.1,XXS
50,29.0,157.48,XXS
56,29.0,167.64,XXS
48,36.0,162.56,XXS
61,29.0,170.18,XXS
52,30.0,160.02,XXS
54,28.0,162.56,XXS
54,21.0,175.26,XXS
48,28.0,162.56,XXS
48,32.0,160.02,XXS
45,50.0,165.1,XXS
49,35.0,149.86,XXS
53,33.0,167.64,XXS
53,36.0,157.48,XXS
56,31.0,167.64,XXS
54,24.0,160.02,XXS
54,33.0,172.72,XXS
48,38.0,160.02,XXS
49,28.0,165.1,XXS
55,21.0,165.1,XXS
47,38.0,160.02,XXS
50,21.0,165.1,XXS
51,38.0,157.48,XXS
47,18.0,149.86,XXS
49,22.0,162.56,XXS
54,36.0,162.56,XXS
52,28.0,160.02,XXS
48,26.0,157.48,XXS
49,24.0,167.64,XXS
45,32.0,162.56,XXS
45,20.0,152.4,XXS
40,29.0,149.86,XXS
49,32.0,160.02,XXS
45,33.0,160.02,XXS
54,37.0,172.72,XXS
50,30.0,154.94,XXS
52,29.0,165.1,XXS
53,25.0,160.02,XXS
52,35.0,152.4,XXS
45,28.0,167.64,XXS
56,31.0,160.02,XXS
48,40.0,160.02,XXS
49,27.0,165.1,XXS
49,29.0,162.56,XXS
54,26.0,167.64,XXS
49,47.0,170.18,XXS
58,39.0,162.56,XXS
57,36.0,165.1,XXS
54,29.0,165.1,XXS
45,38.0,152.4,XXS
58,36.0,165.1,XXS
52,27.0,162.56,XXS
54,28.0,162.56,XXS
49,36.0,157.48,XXS
45,30.0,160.02,XXS
52,28.0,162.56,XXS
54,32.0,157.48,XXS
52,26.0,170.18,XXS
48,31.0,157.48,XXS
51,28.0,167.64,XXS
49,32.0,157.48,XXS
52,40.0,157.48,XXS
54,29.0,167.64,XXS
47,25.0,157.48,XXS
56,31.0,167.64,XXS
49,29.0,157.48,XXS
52,28.0,165.1,XXS
53,30.0,162.56,XXS
49,27.0,152.4,XXS
51,25.0,160.02,XXS
48,28.0,160.02,XXS
47,28.0,157.48,XXS
45,30.0,162.56,XXS
56,25.0,152.4,XXS
52,34.0,157.48,XXS
48,37.0,154.94,XXS
47,28.0,160.02,XXS
49,32.0,157.48,XXS
49,22.0,149.86,XXS
49,23.0,160.02,XXS
54,27.0,157.48,XXS
45,30.0,162.56,XXS
48,27.0,154.94,XXS
45,28.0,154.94,XXS
45,36.0,149.86,XXS
56,25.0,165.1,XXS
54,30.0,170.18,XXS
49,28.0,162.56,XXS
47,48.0,157.48,XXS
49,38.0,167.64,XXS
56,30.0,170.18,XXS
48,31.0,157.48,XXS
48,30.0,160.02,XXS
58,21.0,170.18,XXS
47,28.0,157.48,XXS
56,30.0,175.26,XXS
50,28.0,162.56,XXS
61,30.0,172.72,XXS
52,29.0,157.48,XXS
47,26.0,167.64,XXS
46,54.0,160.02,XXS
52,31.0,157.48,XXS
50,28.0,162.56,XXS
52,36.0,157.48,XXS
54,51.0,167.64,XXS
54,26.0,154.94,XXS
49,27.0,157.48,XXS
52,35.0,154.94,XXS
49,27.0,165.1,XXS
52,28.0,154.94,XXS
49,49.0,152.4,XXS
56,29.0,162.56,XXS
58,31.0,162.56,XXS
54,27.0,162.56,XXS
51,32.0,167.64,XXS
54,31.0,162.56,XXS
49,36.0,162.56,XXS
51,40.0,154.94,XXS
54,27.0,167.64,XXS
39,54.0,154.94,XXS
51,33.0,162.56,XXS
50,27.0,160.02,XXS
65,38.0,175.26,XXS
47,31.0,149.86,XXS
47,31.0,162.56,XXS
46,35.0,162.56,XXS
52,33.0,167.64,XXS
50,33.0,162.56,XXS
48,37.0,160.02,XXS
52,38.0,167.64,XXS
50,27.0,165.1,XXS
54,33.0,157.48,XXS
56,31.0,170.18,XXS
47,27.0,165.1,XXS
54,28.0,167.64,XXS
49,29.0,165.1,XXS
45,27.0,154.94,XXS
58,24.0,165.1,XXS
63,26.0,175.26,XXS
47,32.0,165.1,XXS
49,31.0,160.02,XXS
54,39.0,162.56,XXS
49,30.0,157.48,XXS
49,30.0,160.02,XXS
60,32.0,160.02,XXS
48,21.0,162.56,XXS
54,20.0,162.56,XXS
43,34.0,160.02,XXS
56,33.0,167.64,XXS
52,30.0,154.94,XXS
49,26.0,172.72,XXS
52,38.0,154.94,XXS
49,33.0,157.48,XXS
52,23.0,162.56,XXS
52,26.0,162.56,XXS
49,37.0,157.48,XXS
56,28.0,165.1,XXS
48,31.0,154.94,XXS
47,36.0,160.02,XXS
50,42.0,152.4,XXS
54,27.0,162.56,XXS
47,32.0,162.56,XXS
45,21.0,154.94,XXS
52,24.0,160.02,XXS
54,25.0,157.48,XXS
44,29.0,157.48,XXS
49,26.0,170.18,XXS
49,44.0,162.56,XXS
50,35.0,165.1,XXS
46,21.0,154.94,XXS
49,37.0,157.48,XXS
49,31.0,157.48,XXS
52,36.0,162.56,XXS
50,36.0,160.02,XXS
52,36.0,172.72,XXS
49,35.0,160.02,XXS
41,25.0,147.32,XXS
53,24.0,160.02,XXS
52,29.0,157.48,XXS
46,28.0,160.02,XXS
52,30.0,157.48,XXS
52,30.0,162.56,XXS
48,38.0,160.02,XXS
47,41.0,160.02,XXS
57,30.0,162.56,XXS
52,36.0,162.56,XXS
52,27.0,170.18,XXS
53,31.0,162.56,XXS
47,31.0,157.48,XXS
47,27.0,157.48,XXS
54,33.0,167.64,XXS
54,25.0,157.48,XXS
51,27.0,160.02,XXS
45,27.0,160.02,XXS
52,28.0,162.56,XXS
56,29.0,165.1,XXS
48,25.0,162.56,XXS
49,32.0,170.18,XXS
49,33.0,160.02,XXS
47,39.0,152.4,XXS
47,25.0,152.4,XXS
52,28.0,152.4,XXS
52,27.0,175.26,XXS
47,36.0,170.18,XXS
49,20.0,172.72,XXS
52,30.0,157.48,XXS
48,38.0,157.48,XXS
45,28.0,154.94,XXS
48,30.0,157.48,XXS
54,29.0,165.1,XXS
56,31.0,162.56,XXS
47,44.0,157.48,XXS
52,27.0,162.56,XXS
45,30.0,152.4,XXS
45,32.0,154.94,XXS
57,30.0,162.56,XXS
47,28.0,152.4,XXS
49,32.0,157.48,XXS
61,36.0,157.48,XXS
52,42.0,167.64,XXS
53,35.0,160.02,XXS
53,23.0,165.1,XXS
56,30.0,162.56,XXS
47,25.0,157.48,XXS
54,29.0,154.94,XXS
47,23.0,160.02,XXS
54,26.0,165.1,XXS
48,22.0,154.94,XXS
49,31.0,157.48,XXS
47,27.0,165.1,XXS
47,33.0,157.48,XXS
48,27.0,167.64,XXS
56,34.0,160.02,XXS
56,27.0,172.72,XXS
45,38.0,160.02,XXS
49,30.0,157.48,XXS
50,27.0,162.56,XXS
49,29.0,160.02,XXS
49,28.0,152.4,XXS
52,28.0,157.48,XXS
54,34.0,162.56,XXS
47,29.0,154.94,XXS
46,29.0,152.4,XXS
48,29.0,160.02,XXS
50,46.0,157.48,XXS
49,33.0,157.48,XXS
54,22.0,167.64,XXS
54,25.0,167.64,XXS
54,27.0,170.18,XXS
46,29.0,149.86,XXS
54,32.0,167.64,XXS
49,35.0,149.86,XXS
56,31.0,162.56,XXS
49,22.0,177.8,XXS
52,33.0,170.18,XXS
52,26.0,162.56,XXS
44,31.0,160.02,XXS
49,28.0,154.94,XXS
52,28.0,162.56,XXS
48,57.0,157.48,XXS
42,34.0,154.94,XXS
49,29.0,167.64,XXS
50,32.0,157.48,XXS
88,34.0,175.26,XXXL
63,25.0,160.02,XXXL
69,38.0,167.64,XXXL
72,30.0,175.26,XXXL
74,59.0,167.64,XXXL
63,24.0,165.1,XXXL
79,33.0,170.18,XXXL
83,20.0,177.8,XXXL
69,34.0,160.02,XXXL
74,24.0,177.8,XXXL
61,63.0,170.18,XXXL
79,33.0,170.18,XXXL
99,37.0,165.1,XXXL
68,39.0,157.48,XXXL
65,29.0,172.72,XXXL
68,33.0,162.56,XXXL
95,29.0,170.18,XXXL
71,26.0,170.18,XXXL
81,28.0,152.4,XXXL
65,41.0,165.1,XXXL
71,39.0,175.26,XXXL
79,28.0,162.56,XXXL
63,26.0,172.72,XXXL
73,33.0,175.26,XXXL
104,32.0,157.48,XXXL
70,39.0,172.72,XXXL
95,35.0,172.72,XXXL
113,36.0,172.72,XXXL
83,32.0,172.72,XXXL
77,27.0,172.72,XXXL
81,29.0,167.64,XXXL
68,31.0,157.48,XXXL
79,32.0,162.56,XXXL
70,42.0,152.4,XXXL
83,32.0,172.72,XXXL
68,33.0,154.94,XXXL
63,46.0,157.48,XXXL
72,46.0,162.56,XXXL
68,31.0,162.56,XXXL
72,51.0,182.88,XXXL
76,32.0,180.34,XXXL
79,51.0,172.72,XXXL
79,37.0,170.18,XXXL
74,57.0,162.56,XXXL
70,40.0,165.1,XXXL
81,38.0,170.18,XXXL
72,32.0,162.56,XXXL
72,48.0,175.26,XXXL
77,28.0,160.02,XXXL
90,45.0,170.18,XXXL
81,26.0,165.1,XXXL
61,48.0,172.72,XXXL
99,40.0,172.72,XXXL
75,27.0,167.64,XXXL
71,28.0,167.64,XXXL
83,32.0,177.8,XXXL
83,31.0,170.18,XXXL
81,29.0,165.1,XXXL
72,30.0,177.8,XXXL
65,29.0,177.8,XXXL
74,28.0,160.02,XXXL
81,29.0,177.8,XXXL
70,28.0,170.18,XXXL
68,39.0,167.64,XXXL
90,27.0,177.8,XXXL
71,29.0,162.56,XXXL
80,35.0,162.56,XXXL
79,33.0,177.8,XXXL
65,37.0,162.56,XXXL
74,32.0,177.8,XXXL
88,29.0,165.1,XXXL
77,32.0,165.1,XXXL
72,32.0,175.26,XXXL
74,37.0,172.72,XXXL
70,38.0,165.1,XXXL
78,31.0,165.1,XXXL
70,31.0,177.8,XXXL
67,51.0,175.26,XXXL
97,36.0,165.1,XXXL
86,38.0,180.34,XXXL
68,44.0,160.02,XXXL
72,31.0,167.64,XXXL
74,32.0,175.26,XXXL
74,29.0,167.64,XXXL
74,35.0,170.18,XXXL
58,60.0,165.1,XXXL
77,23.0,177.8,XXXL
95,38.0,167.64,XXXL
72,45.0,170.18,XXXL
86,36.0,172.72,XXXL
72,34.0,162.56,XXXL
70,50.0,162.56,XXXL
73,30.0,170.18,XXXL
63,56.0,167.64,XXXL
74,27.0,172.72,XXXL
60,51.0,177.8,XXXL
74,36.0,167.64,XXXL
65,34.0,165.1,XXXL
79,31.0,172.72,XXXL
72,42.0,160.02,XXXL
117,33.0,170.18,XXXL
68,45.0,165.1,XXXL
64,34.0,160.02,XXXL
75,25.0,177.8,XXXL
90,47.0,162.56,XXXL
74,31.0,177.8,XXXL
61,46.0,170.18,XXXL
81,44.0,167.64,XXXL
81,40.0,175.26,XXXL
98,34.0,172.72,XXXL
99,29.0,177.8,XXXL
72,31.0,170.18,XXXL
81,25.0,172.72,XXXL
63,45.0,170.18,XXXL
97,49.0,154.94,XXXL
106,30.0,160.02,XXXL
86,41.0,167.64,XXXL
61,45.0,167.64,XXXL
81,36.0,172.72,XXXL
102,43.0,167.64,XXXL
86,36.0,160.02,XXXL
68,52.0,154.94,XXXL
112,38.0,175.26,XXXL
79,35.0,185.42,XXXL
70,29.0,162.56,XXXL
83,31.0,162.56,XXXL
74,34.0,154.94,XXXL
88,31.0,170.18,XXXL
103,35.0,170.18,XXXL
70,41.0,170.18,XXXL
68,49.0,175.26,XXXL
79,31.0,182.88,XXXL
72,30.0,175.26,XXXL
72,28.0,177.8,XXXL
77,32.0,167.64,XXXL
72,34.0,167.64,XXXL
63,34.0,172.72,XXXL
77,27.0,170.18,XXXL
61,45.0,167.64,XXXL
65,51.0,157.48,XXXL
74,38.0,160.02,XXXL
65,34.0,165.1,XXXL
79,56.0,162.56,XXXL
53,30.0,154.94,XXXL
86,47.0,167.64,XXXL
97,30.0,170.18,XXXL
81,37.0,167.64,XXXL
65,48.0,170.18,XXXL
90,25.0,167.64,XXXL
81,40.0,170.18,XXXL
113,28.0,165.1,XXXL
63,29.0,170.18,XXXL
61,36.0,167.64,XXXL
79,43.0,165.1,XXXL
81,30.0,162.56,XXXL
72,46.0,175.26,XXXL
72,41.0,177.8,XXXL
72,35.0,170.18,XXXL
81,33.0,157.48,XXXL
77,25.0,162.56,XXXL
65,40.0,167.64,XXXL
72,33.0,167.64,XXXL
99,37.0,165.1,XXXL
90,40.0,172.72,XXXL
74,31.0,170.18,XXXL
67,38.0,165.1,XXXL
72,37.0,172.72,XXXL
81,30.0,175.26,XXXL
77,28.0,172.72,XXXL
65,37.0,172.72,XXXL
79,31.0,170.18,XXXL
95,27.0,154.94,XXXL
68,31.0,152.4,XXXL
78,32.0,152.4,XXXL
63,29.0,172.72,XXXL
81,21.0,180.34,XXXL
79,60.0,172.72,XXXL
94,38.0,162.56,XXXL
70,39.0,165.1,XXXL
77,57.0,172.72,XXXL
74,30.0,172.72,XXXL
81,33.0,175.26,XXXL
81,40.0,175.26,XXXL
58,60.0,160.02,XXXL
77,34.0,170.18,XXXL
63,49.0,162.56,XXXL
65,33.0,170.18,XXXL
58,56.0,165.1,XXXL
80,31.0,162.56,XXXL
74,48.0,180.34,XXXL
68,28.0,170.18,XXXL
83,33.0,180.34,XXXL
65,55.0,162.56,XXXL
77,57.0,162.56,XXXL
68,46.0,175.26,XXXL
77,47.0,157.48,XXXL
72,36.0,170.18,XXXL
78,33.0,177.8,XXXL
68,55.0,167.64,XXXL
104,43.0,157.48,XXXL
79,32.0,172.72,XXXL
74,40.0,170.18,XXXL
76,30.0,167.64,XXXL
70,31.0,167.64,XXXL
79,36.0,157.48,XXXL
77,62.0,172.72,XXXL
68,45.0,157.48,XXXL
86,24.0,182.88,XXXL
72,32.0,162.56,XXXL
63,57.0,175.26,XXXL
72,28.0,167.64,XXXL
70,29.0,170.18,XXXL
72,30.0,172.72,XXXL
79,22.0,170.18,XXXL
74,37.0,162.56,XXXL
74,32.0,185.42,XXXL
69,30.0,170.18,XXXL
71,40.0,165.1,XXXL
61,45.0,167.64,XXXL
72,42.0,160.02,XXXL
63,29.0,160.02,XXXL
90,29.0,170.18,XXXL
71,37.0,165.1,XXXL
72,32.0,170.18,XXXL
95,31.0,154.94,XXXL
63,31.0,167.64,XXXL
70,23.0,160.02,XXXL
68,51.0,165.1,XXXL
101,28.0,172.72,XXXL
63,35.0,170.18,XXXL
70,28.0,172.72,XXXL
87,45.0,167.64,XXXL
77,28.0,170.18,XXXL
81,36.0,167.64,XXXL
81,35.0,162.56,XXXL
82,36.0,160.02,XXXL
77,28.0,162.56,XXXL
83,30.0,177.8,XXXL
90,36.0,175.26,XXXL
68,51.0,170.18,XXXL
72,44.0,162.56,XXXL
91,34.0,152.4,XXXL
70,48.0,172.72,XXXL
63,29.0,162.56,XXXL
65,42.0,167.64,XXXL
86,36.0,162.56,XXXL
83,31.0,165.1,XXXL
65,31.0,167.64,XXXL
81,30.0,172.72,XXXL
62,49.0,160.02,XXXL
81,30.0,167.64,XXXL
77,33.0,170.18,XXXL
68,46.0,162.56,XXXL
77,35.0,175.26,XXXL
72,28.0,170.18,XXXL
73,44.0,175.26,XXXL
68,36.0,172.72,XXXL
76,30.0,180.34,XXXL
72,33.0,160.02,XXXL
77,61.0,170.18,XXXL
83,47.0,154.94,XXXL
70,33.0,172.72,XXXL
70,40.0,172.72,XXXL
63,26.0,157.48,XXXL
86,53.0,165.1,XXXL
74,29.0,167.64,XXXL
86,34.0,165.1,XXXL
70,31.0,170.18,XXXL
69,28.0,170.18,XXXL
72,41.0,160.02,XXXL
70,40.0,162.56,XXXL
78,34.0,172.72,XXXL
72,34.0,172.72,XXXL
63,41.0,165.1,XXXL
83,40.0,180.34,XXXL
71,31.0,160.02,XXXL
108,30.0,167.64,XXXL
120,50.0,170.18,XXXL
83,38.0,167.64,XXXL
61,44.0,170.18,XXXL
72,42.0,175.26,XXXL
65,35.0,170.18,XXXL
77,33.0,180.34,XXXL
74,30.0,172.72,XXXL
72,37.0,167.64,XXXL
82,32.0,170.18,XXXL
90,31.0,172.72,XXXL
82,25.0,165.1,XXXL
68,31.0,170.18,XXXL
73,54.0,172.72,XXXL
72,26.0,170.18,XXXL
79,37.0,182.88,XXXL
68,38.0,162.56,XXXL
63,26.0,162.56,XXXL
63,35.0,152.4,XXXL
77,26.0,175.26,XXXL
71,59.0,165.1,XXXL
81,28.0,167.64,XXXL
79,28.0,157.48,XXXL
70,55.0,167.64,XXXL
90,39.0,167.64,XXXL
79,31.0,172.72,XXXL
66,42.0,170.18,XXXL
72,36.0,167.64,XXXL
68,47.0,152.4,XXXL
74,53.0,170.18,XXXL
68,57.0,167.64,XXXL
79,27.0,157.48,XXXL
90,29.0,165.1,XXXL
68,28.0,170.18,XXXL
86,36.0,162.56,XXXL
74,34.0,162.56,XXXL
77,26.0,167.64,XXXL
72,32.0,165.1,XXXL
90,33.0,172.72,XXXL
131,29.0,172.72,XXXL
81,29.0,177.8,XXXL
81,30.0,165.1,XXXL
92,21.0,175.26,XXXL
79,25.0,154.94,XXXL
68,32.0,170.18,XXXL
95,30.0,160.02,XXXL
63,41.0,157.48,XXXL
85,44.0,175.26,XXXL
86,36.0,167.64,XXXL
74,37.0,170.18,XXXL
77,33.0,162.56,XXXL
72,35.0,162.56,XXXL
77,31.0,157.48,XXXL
70,46.0,172.72,XXXL
99,33.0,175.26,XXXL
68,37.0,175.26,XXXL
72,36.0,157.48,XXXL
79,34.0,162.56,XXXL
57,35.0,162.56,XXXL
90,32.0,162.56,XXXL
72,48.0,162.56,XXXL
72,31.0,185.42,XXXL
74,32.0,172.72,XXXL
86,32.0,175.26,XXXL
68,40.0,157.48,XXXL
70,58.0,172.72,XXXL
68,64.0,175.26,XXXL
77,30.0,165.1,XXXL
120,50.0,170.18,XXXL
64,28.0,177.8,XXXL
72,29.0,165.1,XXXL
86,44.0,160.02,XXXL
64,31.0,157.48,XXXL
72,46.0,172.72,XXXL
131,31.0,160.02,XXXL
83,33.0,170.18,XXXL
95,36.0,154.94,XXXL
68,26.0,167.64,XXXL
77,41.0,177.8,XXXL
73,35.0,172.72,XXXL
68,32.0,160.02,XXXL
68,53.0,170.18,XXXL
89,38.0,162.56,XXXL
83,31.0,154.94,XXXL
81,32.0,177.8,XXXL
61,47.0,170.18,XXXL
70,40.0,170.18,XXXL
74,39.0,172.72,XXXL
93,35.0,165.1,XXXL
68,46.0,160.02,XXXL
61,29.0,165.1,XXXL
83,41.0,172.72,XXXL
97,25.0,162.56,XXXL
90,31.0,185.42,XXXL
74,32.0,167.64,XXXL
72,36.0,162.56,XXXL
88,40.0,165.1,XXXL
61,46.0,157.48,XXXL
74,29.0,165.1,XXXL
79,50.0,172.72,XXXL
79,31.0,167.64,XXXL
68,57.0,170.18,XXXL
72,26.0,157.48,XXXL
68,41.0,162.56,XXXL
87,54.0,182.88,XXXL
79,38.0,167.64,XXXL
71,32.0,167.64,XXXL
64,30.0,165.1,XXXL
72,42.0,172.72,XXXL
68,28.0,170.18,XXXL
65,51.0,167.64,XXXL
81,32.0,177.8,XXXL
90,38.0,180.34,XXXL
77,32.0,160.02,XXXL
72,24.0,167.64,XXXL
68,24.0,170.18,XXXL
74,42.0,157.48,XXXL
81,53.0,177.8,XXXL
70,40.0,170.18,XXXL
104,26.0,160.02,XXXL
83,58.0,152.4,XXXL
70,37.0,160.02,XXXL
72,35.0,167.64,XXXL
68,28.0,170.18,XXXL
74,42.0,170.18,XXXL
76,47.0,165.1,XXXL
70,28.0,167.64,XXXL
79,39.0,167.64,XXXL
74,24.0,170.18,XXXL
97,28.0,157.48,XXXL
63,36.0,170.18,XXXL
72,43.0,172.72,XXXL
72,28.0,170.18,XXXL
68,32.0,177.8,XXXL
62,37.0,172.72,XXXL
77,32.0,162.56,XXXL
58,63.0,170.18,XXXL
90,33.0,170.18,XXXL
74,37.0,180.34,XXXL
81,53.0,177.8,XXXL
68,36.0,157.48,XXXL
61,62.0,157.48,XXXL
74,35.0,175.26,XXXL
74,48.0,162.56,XXXL
68,25.0,162.56,XXXL
86,33.0,160.02,XXXL
72,30.0,167.64,XXXL
72,36.0,162.56,XXXL
74,34.0,180.34,XXXL
77,31.0,160.02,XXXL
104,33.0,157.48,XXXL
77,34.0,157.48,XXXL
68,28.0,175.26,XXXL
95,38.0,165.1,XXXL
86,49.0,172.72,XXXL
79,42.0,157.48,XXXL
81,31.0,157.48,XXXL
106,56.0,182.88,XXXL
90,31.0,185.42,XXXL
61,29.0,154.94,XXXL
74,37.0,160.02,XXXL
77,32.0,160.02,XXXL
81,34.0,157.48,XXXL
92,41.0,175.26,XXXL
65,47.0,167.64,XXXL
77,33.0,167.64,XXXL
68,75.0,165.1,XXXL
77,32.0,157.48,XXXL
79,59.0,175.26,XXXL
70,41.0,165.1,XXXL
72,43.0,172.72,XXXL
88,44.0,162.56,XXXL
50,31.0,154.94,XXXL
65,30.0,157.48,XXXL
86,30.0,172.72,XXXL
95,35.0,170.18,XXXL
76,72.0,162.56,XXXL
83,33.0,175.26,XXXL
83,65.0,167.64,XXXL
81,38.0,165.1,XXXL
70,59.0,157.48,XXXL
74,32.0,175.26,XXXL
86,33.0,167.64,XXXL
77,32.0,180.34,XXXL
79,28.0,177.8,XXXL
